OrderID,StoreID,SalesPersonID,ProductID,CustomerID,supplier_id
ORD-1068,ST-04,SP-013,PROD-0042,CUST-0084,4
ORD-1069,ST-06,SP-002,PROD-0047,CUST-0054,8
ORD-1070,ST-02,SP-014,PROD-0006,CUST-0009,1
ORD-1071,ST-06,SP-009,PROD-0038,CUST-0008,10
ORD-1072,ST-02,SP-006,PROD-0020,CUST-0077,2
ORD-1073,ST-06,SP-009,PROD-0055,CUST-0045,5
ORD-1074,ST-01,SP-011,PROD-0044,CUST-0079,11
ORD-1075,ST-03,SP-003,PROD-0001,CUST-0045,3
ORD-1076,ST-08,SP-007,PROD-0025,CUST-0028,4
ORD-1077,ST-03,SP-001,PROD-0057,CUST-0011,7
ORD-1078,ST-08,SP-008,PROD-0028,CUST-0085,11
ORD-1079,ST-08,SP-011,PROD-0019,CUST-0015,7
ORD-1080,ST-04,SP-005,PROD-0014,CUST-0001,7
ORD-1081,ST-07,SP-003,PROD-0012,CUST-0056,4
ORD-1082,ST-08,SP-001,PROD-0028,CUST-0006,11
ORD-1083,ST-06,SP-001,PROD-0026,CUST-0015,9
ORD-1084,ST-07,SP-007,PROD-0016,CUST-0014,7
ORD-1085,ST-02,SP-009,PROD-0005,CUST-0022,6
ORD-1086,ST-04,SP-005,PROD-0010,CUST-0014,5
ORD-1087,ST-08,SP-010,PROD-0049,CUST-0060,8
ORD-1088,ST-08,SP-008,PROD-0005,CUST-0057,6
ORD-1089,ST-08,SP-008,PROD-0020,CUST-0010,2
ORD-1090,ST-08,SP-007,PROD-0033,CUST-0077,8
ORD-1091,ST-08,SP-006,PROD-0013,CUST-0084,10
ORD-1092,ST-01,SP-003,PROD-0042,CUST-0065,4
ORD-1093,ST-06,SP-007,PROD-0025,CUST-0037,4
ORD-1094,ST-07,SP-011,PROD-0036,CUST-0013,6
ORD-1095,ST-06,SP-003,PROD-0043,CUST-0075,7
ORD-1096,ST-06,SP-013,PROD-0042,CUST-0049,4
ORD-1097,ST-03,SP-005,PROD-0024,CUST-0003,9
ORD-1098,ST-02,SP-005,PROD-0005,CUST-0020,6
ORD-1099,ST-03,SP-007,PROD-0039,CUST-0017,3
ORD-1100,ST-04,SP-011,PROD-0024,CUST-0053,9
ORD-1101,ST-08,SP-013,PROD-0020,CUST-0031,2
ORD-1102,ST-07,SP-009,PROD-0033,CUST-0049,8
ORD-1103,ST-06,SP-014,PROD-0031,CUST-0083,3
ORD-1104,ST-03,SP-008,PROD-0018,CUST-0021,5
ORD-1105,ST-06,SP-009,PROD-0026,CUST-0007,9
ORD-1106,ST-06,SP-012,PROD-0054,CUST-0013,7
ORD-1107,ST-02,SP-001,PROD-0040,CUST-0058,7
ORD-1108,ST-01,SP-002,PROD-0020,CUST-0031,2
ORD-1109,ST-01,SP-009,PROD-0039,CUST-0064,3
ORD-1110,ST-04,SP-006,PROD-0040,CUST-0001,7
ORD-1111,ST-01,SP-009,PROD-0034,CUST-0009,5
ORD-1112,ST-02,SP-013,PROD-0023,CUST-0003,8
ORD-1113,ST-06,SP-006,PROD-0003,CUST-0018,12
ORD-1114,ST-08,SP-012,PROD-0005,CUST-0018,6
ORD-1115,ST-08,SP-007,PROD-0033,CUST-0040,8
ORD-1116,ST-06,SP-011,PROD-0056,CUST-0007,13
ORD-1117,ST-08,SP-003,PROD-0022,CUST-0050,3
ORD-1118,ST-03,SP-010,PROD-0028,CUST-0011,11
ORD-1119,ST-07,SP-010,PROD-0029,CUST-0040,11
ORD-1120,ST-01,SP-011,PROD-0018,CUST-0056,5
ORD-1121,ST-08,SP-013,PROD-0044,CUST-0078,11
ORD-1122,ST-03,SP-010,PROD-0003,CUST-0073,12
ORD-1123,ST-07,SP-006,PROD-0034,CUST-0018,5
ORD-1124,ST-02,SP-009,PROD-0025,CUST-0067,4
ORD-1125,ST-04,SP-008,PROD-0059,CUST-0089,2
ORD-1126,ST-06,SP-011,PROD-0052,CUST-0012,12
ORD-1127,ST-06,SP-003,PROD-0041,CUST-0090,9
ORD-1128,ST-06,SP-009,PROD-0024,CUST-0004,9
ORD-1129,ST-08,SP-012,PROD-0046,CUST-0051,13
ORD-1130,ST-08,SP-008,PROD-0005,CUST-0083,6
ORD-1131,ST-01,SP-014,PROD-0059,CUST-0065,2
ORD-1132,ST-05,SP-009,PROD-0023,CUST-0029,8
ORD-1133,ST-03,SP-002,PROD-0035,CUST-0079,6
ORD-1134,ST-05,SP-001,PROD-0006,CUST-0004,1
ORD-1135,ST-05,SP-011,PROD-0057,CUST-0064,7
ORD-1136,ST-03,SP-001,PROD-0045,CUST-0010,10
ORD-1137,ST-06,SP-014,PROD-0021,CUST-0019,4
ORD-1138,ST-08,SP-004,PROD-0021,CUST-0014,4
ORD-1139,ST-07,SP-014,PROD-0025,CUST-0038,4
ORD-1140,ST-08,SP-008,PROD-0033,CUST-0064,8
ORD-1141,ST-06,SP-010,PROD-0014,CUST-0031,7
ORD-1142,ST-07,SP-002,PROD-0055,CUST-0002,5
ORD-1143,ST-04,SP-010,PROD-0004,CUST-0052,14
ORD-1144,ST-02,SP-014,PROD-0018,CUST-0071,5
ORD-1145,ST-07,SP-010,PROD-0013,CUST-0019,10
ORD-1146,ST-03,SP-003,PROD-0030,CUST-0067,12
ORD-1147,ST-08,SP-009,PROD-0022,CUST-0076,3
ORD-1148,ST-05,SP-007,PROD-0008,CUST-0087,6
ORD-1149,ST-08,SP-001,PROD-0047,CUST-0030,8
ORD-1150,ST-02,SP-012,PROD-0037,CUST-0005,11
ORD-1151,ST-08,SP-007,PROD-0014,CUST-0089,7
ORD-1152,ST-07,SP-009,PROD-0031,CUST-0085,3
ORD-1153,ST-05,SP-014,PROD-0050,CUST-0087,6
ORD-1154,ST-05,SP-013,PROD-0020,CUST-0029,2
ORD-1155,ST-05,SP-013,PROD-0036,CUST-0045,6
ORD-1156,ST-05,SP-001,PROD-0019,CUST-0019,7
ORD-1157,ST-05,SP-009,PROD-0053,CUST-0026,9
ORD-1158,ST-04,SP-009,PROD-0058,CUST-0086,5
ORD-1159,ST-03,SP-013,PROD-0044,CUST-0013,11
ORD-1160,ST-01,SP-005,PROD-0021,CUST-0037,4
ORD-1161,ST-07,SP-001,PROD-0060,CUST-0023,10
ORD-1162,ST-06,SP-002,PROD-0039,CUST-0073,3
ORD-1163,ST-02,SP-004,PROD-0018,CUST-0060,5
ORD-1164,ST-04,SP-005,PROD-0051,CUST-0044,5
ORD-1165,ST-02,SP-007,PROD-0006,CUST-0042,1
ORD-1166,ST-05,SP-008,PROD-0016,CUST-0050,7
ORD-1167,ST-02,SP-001,PROD-0016,CUST-0089,7
ORD-1168,ST-04,SP-004,PROD-0040,CUST-0048,7
ORD-1169,ST-04,SP-009,PROD-0049,CUST-0061,8
ORD-1170,ST-02,SP-010,PROD-0059,CUST-0010,2
ORD-1171,ST-04,SP-002,PROD-0029,CUST-0067,11
ORD-1172,ST-08,SP-007,PROD-0033,CUST-0017,8
ORD-1173,ST-04,SP-001,PROD-0053,CUST-0033,9
ORD-1174,ST-08,SP-002,PROD-0060,CUST-0008,10
ORD-1175,ST-07,SP-014,PROD-0029,CUST-0049,11
ORD-1176,ST-03,SP-007,PROD-0035,CUST-0023,6
ORD-1177,ST-07,SP-009,PROD-0047,CUST-0087,8
ORD-1178,ST-02,SP-004,PROD-0018,CUST-0020,5
ORD-1179,ST-08,SP-001,PROD-0039,CUST-0013,3
ORD-1180,ST-01,SP-004,PROD-0035,CUST-0030,6
ORD-1181,ST-04,SP-006,PROD-0053,CUST-0087,9
ORD-1182,ST-03,SP-009,PROD-0004,CUST-0036,14
ORD-1183,ST-07,SP-012,PROD-0021,CUST-0068,4
ORD-1184,ST-05,SP-004,PROD-0055,CUST-0031,5
ORD-1185,ST-03,SP-009,PROD-0036,CUST-0054,6
ORD-1186,ST-04,SP-009,PROD-0006,CUST-0048,1
ORD-1187,ST-04,SP-011,PROD-0047,CUST-0076,8
ORD-1188,ST-08,SP-002,PROD-0048,CUST-0025,1
ORD-1189,ST-07,SP-005,PROD-0050,CUST-0042,6
ORD-1190,ST-08,SP-008,PROD-0057,CUST-0066,7
ORD-1191,ST-04,SP-010,PROD-0003,CUST-0053,12
ORD-1192,ST-07,SP-004,PROD-0022,CUST-0026,3
ORD-1193,ST-08,SP-008,PROD-0048,CUST-0083,1
ORD-1194,ST-01,SP-009,PROD-0004,CUST-0083,14
ORD-1195,ST-01,SP-003,PROD-0046,CUST-0009,13
ORD-1196,ST-01,SP-008,PROD-0043,CUST-0062,7
ORD-1197,ST-01,SP-005,PROD-0035,CUST-0036,6
ORD-1198,ST-05,SP-004,PROD-0016,CUST-0020,7
ORD-1199,ST-04,SP-004,PROD-0037,CUST-0059,11
ORD-1200,ST-08,SP-009,PROD-0025,CUST-0049,4
ORD-1201,ST-02,SP-006,PROD-0051,CUST-0083,5
ORD-1202,ST-01,SP-005,PROD-0044,CUST-0010,11
ORD-1203,ST-04,SP-010,PROD-0011,CUST-0039,2
ORD-1204,ST-06,SP-002,PROD-0047,CUST-0089,8
ORD-1205,ST-06,SP-007,PROD-0039,CUST-0079,3
ORD-1206,ST-03,SP-007,PROD-0025,CUST-0071,4
ORD-1207,ST-02,SP-002,PROD-0046,CUST-0032,13
ORD-1208,ST-01,SP-002,PROD-0007,CUST-0047,2
ORD-1209,ST-07,SP-008,PROD-0028,CUST-0024,11
ORD-1210,ST-01,SP-007,PROD-0056,CUST-0042,13
ORD-1211,ST-03,SP-007,PROD-0044,CUST-0022,11
ORD-1212,ST-07,SP-005,PROD-0028,CUST-0022,11
ORD-1213,ST-04,SP-010,PROD-0032,CUST-0081,6
ORD-1214,ST-06,SP-013,PROD-0025,CUST-0080,4
ORD-1215,ST-08,SP-004,PROD-0045,CUST-0078,10
ORD-1216,ST-05,SP-007,PROD-0021,CUST-0032,4
ORD-1217,ST-01,SP-013,PROD-0044,CUST-0024,11
ORD-1218,ST-03,SP-008,PROD-0044,CUST-0053,11
ORD-1219,ST-08,SP-010,PROD-0029,CUST-0010,11
ORD-1220,ST-02,SP-013,PROD-0045,CUST-0047,10
ORD-1221,ST-07,SP-011,PROD-0037,CUST-0006,11
ORD-1222,ST-04,SP-009,PROD-0048,CUST-0066,1
ORD-1223,ST-07,SP-005,PROD-0007,CUST-0062,2
ORD-1224,ST-04,SP-013,PROD-0030,CUST-0044,12
ORD-1225,ST-01,SP-005,PROD-0005,CUST-0041,6
ORD-1226,ST-03,SP-009,PROD-0012,CUST-0067,4
ORD-1227,ST-07,SP-011,PROD-0041,CUST-0024,9
ORD-1228,ST-04,SP-001,PROD-0025,CUST-0055,4
ORD-1229,ST-06,SP-006,PROD-0012,CUST-0069,4
ORD-1230,ST-07,SP-010,PROD-0025,CUST-0077,4
ORD-1231,ST-05,SP-013,PROD-0046,CUST-0087,13
ORD-1232,ST-03,SP-002,PROD-0020,CUST-0031,2
ORD-1233,ST-03,SP-007,PROD-0025,CUST-0074,4
ORD-1234,ST-03,SP-003,PROD-0019,CUST-0063,7
ORD-1235,ST-07,SP-014,PROD-0013,CUST-0018,10
ORD-1236,ST-02,SP-003,PROD-0032,CUST-0057,6
ORD-1237,ST-03,SP-005,PROD-0035,CUST-0029,6
ORD-1238,ST-06,SP-009,PROD-0050,CUST-0035,6
ORD-1239,ST-04,SP-012,PROD-0007,CUST-0055,2
ORD-1240,ST-04,SP-013,PROD-0050,CUST-0016,6
ORD-1241,ST-04,SP-004,PROD-0051,CUST-0018,5
ORD-1242,ST-05,SP-012,PROD-0021,CUST-0022,4
ORD-1243,ST-03,SP-014,PROD-0018,CUST-0008,5
ORD-1244,ST-05,SP-010,PROD-0010,CUST-0063,5
ORD-1245,ST-06,SP-005,PROD-0048,CUST-0066,1
ORD-1246,ST-06,SP-012,PROD-0043,CUST-0082,7
ORD-1247,ST-05,SP-014,PROD-0021,CUST-0035,4
ORD-1248,ST-08,SP-011,PROD-0007,CUST-0006,2
ORD-1249,ST-03,SP-012,PROD-0013,CUST-0055,10
ORD-1250,ST-03,SP-011,PROD-0024,CUST-0011,9
ORD-1251,ST-08,SP-004,PROD-0001,CUST-0013,3
ORD-1252,ST-02,SP-014,PROD-0022,CUST-0090,3
ORD-1253,ST-06,SP-006,PROD-0007,CUST-0014,2
ORD-1254,ST-03,SP-010,PROD-0001,CUST-0073,3
ORD-1255,ST-04,SP-014,PROD-0029,CUST-0088,11
ORD-1256,ST-04,SP-003,PROD-0051,CUST-0041,5
ORD-1257,ST-04,SP-010,PROD-0034,CUST-0027,5
ORD-1258,ST-08,SP-004,PROD-0008,CUST-0050,6
ORD-1259,ST-07,SP-014,PROD-0025,CUST-0017,4
ORD-1260,ST-05,SP-001,PROD-0005,CUST-0076,6
ORD-1261,ST-02,SP-007,PROD-0045,CUST-0055,10
ORD-1262,ST-04,SP-009,PROD-0006,CUST-0040,1
ORD-1263,ST-02,SP-004,PROD-0004,CUST-0031,14
ORD-1264,ST-03,SP-012,PROD-0001,CUST-0016,3
ORD-1265,ST-03,SP-006,PROD-0011,CUST-0034,2
ORD-1266,ST-05,SP-002,PROD-0034,CUST-0035,5
ORD-1267,ST-03,SP-008,PROD-0004,CUST-0047,14
ORD-1268,ST-01,SP-014,PROD-0003,CUST-0001,12
ORD-1269,ST-07,SP-013,PROD-0036,CUST-0005,6
ORD-1270,ST-01,SP-002,PROD-0024,CUST-0074,9
ORD-1271,ST-05,SP-005,PROD-0056,CUST-0060,13
ORD-1272,ST-05,SP-013,PROD-0037,CUST-0038,11
ORD-1273,ST-04,SP-009,PROD-0047,CUST-0026,8
ORD-1274,ST-01,SP-012,PROD-0054,CUST-0082,7
ORD-1275,ST-07,SP-004,PROD-0034,CUST-0027,5
ORD-1276,ST-07,SP-014,PROD-0058,CUST-0030,5
ORD-1277,ST-07,SP-011,PROD-0009,CUST-0065,5
ORD-1278,ST-06,SP-014,PROD-0017,CUST-0038,2
ORD-1279,ST-02,SP-013,PROD-0009,CUST-0026,5
ORD-1280,ST-04,SP-006,PROD-0035,CUST-0016,6
ORD-1281,ST-01,SP-014,PROD-0020,CUST-0088,2
ORD-1282,ST-05,SP-011,PROD-0004,CUST-0066,14
ORD-1283,ST-02,SP-008,PROD-0007,CUST-0032,2
ORD-1284,ST-02,SP-011,PROD-0024,CUST-0052,9
ORD-1285,ST-03,SP-013,PROD-0029,CUST-0083,11
ORD-1286,ST-07,SP-014,PROD-0028,CUST-0074,11
ORD-1287,ST-05,SP-003,PROD-0059,CUST-0028,2
ORD-1288,ST-08,SP-009,PROD-0057,CUST-0053,7
ORD-1289,ST-04,SP-013,PROD-0057,CUST-0083,7
ORD-1290,ST-06,SP-008,PROD-0051,CUST-0070,5
ORD-1291,ST-01,SP-004,PROD-0039,CUST-0041,3
ORD-1292,ST-04,SP-004,PROD-0007,CUST-0021,2
ORD-1293,ST-03,SP-014,PROD-0023,CUST-0050,8
ORD-1294,ST-03,SP-010,PROD-0023,CUST-0090,8
ORD-1295,ST-04,SP-001,PROD-0006,CUST-0005,1
ORD-1296,ST-03,SP-013,PROD-0013,CUST-0079,10
ORD-1297,ST-02,SP-003,PROD-0046,CUST-0076,13
ORD-1298,ST-03,SP-006,PROD-0020,CUST-0044,2
ORD-1299,ST-06,SP-010,PROD-0045,CUST-0072,10
ORD-1300,ST-01,SP-012,PROD-0012,CUST-0017,4
ORD-1301,ST-04,SP-013,PROD-0059,CUST-0041,2
ORD-1302,ST-03,SP-006,PROD-0023,CUST-0031,8
ORD-1303,ST-02,SP-004,PROD-0014,CUST-0034,7
ORD-1304,ST-03,SP-007,PROD-0047,CUST-0057,8
ORD-1305,ST-04,SP-013,PROD-0042,CUST-0074,4
ORD-1306,ST-06,SP-002,PROD-0007,CUST-0034,2
ORD-1307,ST-08,SP-010,PROD-0039,CUST-0044,3
ORD-1308,ST-06,SP-002,PROD-0004,CUST-0021,14
ORD-1309,ST-07,SP-001,PROD-0007,CUST-0031,2
ORD-1310,ST-05,SP-002,PROD-0028,CUST-0001,11
ORD-1311,ST-02,SP-005,PROD-0041,CUST-0022,9
ORD-1312,ST-07,SP-009,PROD-0042,CUST-0012,4
ORD-1313,ST-05,SP-008,PROD-0029,CUST-0034,11
ORD-1314,ST-07,SP-013,PROD-0023,CUST-0086,8
ORD-1315,ST-08,SP-014,PROD-0044,CUST-0069,11
ORD-1316,ST-03,SP-009,PROD-0037,CUST-0065,11
ORD-1317,ST-07,SP-002,PROD-0028,CUST-0006,11
ORD-1318,ST-07,SP-009,PROD-0025,CUST-0012,4
ORD-1319,ST-07,SP-013,PROD-0034,CUST-0076,5
ORD-1320,ST-06,SP-005,PROD-0051,CUST-0013,5
ORD-1321,ST-05,SP-003,PROD-0003,CUST-0061,12
ORD-1322,ST-01,SP-004,PROD-0045,CUST-0043,10
ORD-1323,ST-08,SP-014,PROD-0018,CUST-0040,5
ORD-1324,ST-07,SP-012,PROD-0018,CUST-0042,5
ORD-1325,ST-01,SP-006,PROD-0056,CUST-0067,13
ORD-1326,ST-04,SP-003,PROD-0002,CUST-0073,7
ORD-1327,ST-08,SP-006,PROD-0018,CUST-0026,5
ORD-1328,ST-03,SP-008,PROD-0039,CUST-0063,3
ORD-1329,ST-01,SP-005,PROD-0006,CUST-0089,1
ORD-1330,ST-07,SP-005,PROD-0014,CUST-0087,7
ORD-1331,ST-01,SP-010,PROD-0012,CUST-0083,4
ORD-1332,ST-04,SP-005,PROD-0030,CUST-0045,12
ORD-1333,ST-06,SP-011,PROD-0033,CUST-0001,8
ORD-1334,ST-06,SP-005,PROD-0022,CUST-0009,3
ORD-1335,ST-01,SP-004,PROD-0049,CUST-0067,8
ORD-1336,ST-07,SP-007,PROD-0017,CUST-0038,2
ORD-1337,ST-08,SP-011,PROD-0035,CUST-0088,6
ORD-1338,ST-03,SP-008,PROD-0007,CUST-0038,2
ORD-1339,ST-05,SP-004,PROD-0023,CUST-0029,8
ORD-1340,ST-02,SP-014,PROD-0004,CUST-0061,14
ORD-1341,ST-03,SP-014,PROD-0004,CUST-0053,14
ORD-1342,ST-08,SP-002,PROD-0050,CUST-0024,6
ORD-1343,ST-03,SP-013,PROD-0014,CUST-0036,7
ORD-1344,ST-07,SP-007,PROD-0028,CUST-0082,11
ORD-1345,ST-04,SP-014,PROD-0049,CUST-0042,8
ORD-1346,ST-07,SP-002,PROD-0009,CUST-0040,5
ORD-1347,ST-06,SP-012,PROD-0030,CUST-0038,12
ORD-1348,ST-04,SP-004,PROD-0002,CUST-0052,7
ORD-1349,ST-01,SP-006,PROD-0008,CUST-0022,6
ORD-1350,ST-01,SP-011,PROD-0007,CUST-0085,2
ORD-1351,ST-03,SP-012,PROD-0031,CUST-0033,3
ORD-1352,ST-03,SP-012,PROD-0039,CUST-0080,3
ORD-1353,ST-04,SP-004,PROD-0032,CUST-0014,6
ORD-1354,ST-04,SP-008,PROD-0036,CUST-0006,6
ORD-1355,ST-08,SP-010,PROD-0054,CUST-0015,7
ORD-1356,ST-05,SP-008,PROD-0015,CUST-0083,7
ORD-1357,ST-06,SP-011,PROD-0052,CUST-0047,12
ORD-1358,ST-05,SP-008,PROD-0023,CUST-0043,8
ORD-1359,ST-07,SP-005,PROD-0030,CUST-0052,12
ORD-1360,ST-03,SP-001,PROD-0047,CUST-0090,8
ORD-1361,ST-01,SP-006,PROD-0050,CUST-0049,6
ORD-1362,ST-06,SP-005,PROD-0005,CUST-0006,6
ORD-1363,ST-02,SP-012,PROD-0045,CUST-0067,10
ORD-1364,ST-03,SP-001,PROD-0004,CUST-0079,14
ORD-1365,ST-05,SP-006,PROD-0016,CUST-0042,7
ORD-1366,ST-08,SP-008,PROD-0030,CUST-0011,12
ORD-1367,ST-01,SP-007,PROD-0026,CUST-0014,9
ORD-1368,ST-08,SP-011,PROD-0042,CUST-0027,4
ORD-1369,ST-08,SP-010,PROD-0050,CUST-0072,6
ORD-1370,ST-05,SP-006,PROD-0022,CUST-0001,3
ORD-1371,ST-07,SP-014,PROD-0009,CUST-0064,5
ORD-1372,ST-04,SP-014,PROD-0030,CUST-0028,12
ORD-1373,ST-03,SP-011,PROD-0030,CUST-0058,12
ORD-1374,ST-03,SP-009,PROD-0031,CUST-0075,3
ORD-1375,ST-06,SP-010,PROD-0039,CUST-0085,3
ORD-1376,ST-03,SP-008,PROD-0019,CUST-0044,7
ORD-1377,ST-04,SP-004,PROD-0041,CUST-0071,9
ORD-1378,ST-06,SP-012,PROD-0035,CUST-0065,6
ORD-1379,ST-05,SP-007,PROD-0046,CUST-0086,13
ORD-1380,ST-04,SP-001,PROD-0043,CUST-0007,7
ORD-1381,ST-04,SP-005,PROD-0051,CUST-0089,5
ORD-1382,ST-07,SP-011,PROD-0048,CUST-0029,1
ORD-1383,ST-06,SP-013,PROD-0027,CUST-0050,5
ORD-1384,ST-06,SP-004,PROD-0054,CUST-0057,7
ORD-1385,ST-02,SP-011,PROD-0012,CUST-0058,4
ORD-1386,ST-05,SP-009,PROD-0018,CUST-0055,5
ORD-1387,ST-06,SP-003,PROD-0003,CUST-0020,12
ORD-1388,ST-06,SP-002,PROD-0023,CUST-0071,8
ORD-1389,ST-07,SP-009,PROD-0035,CUST-0054,6
ORD-1390,ST-08,SP-013,PROD-0014,CUST-0038,7
ORD-1391,ST-04,SP-010,PROD-0040,CUST-0083,7
ORD-1392,ST-06,SP-009,PROD-0002,CUST-0037,7
ORD-1393,ST-02,SP-002,PROD-0033,CUST-0042,8
ORD-1394,ST-02,SP-014,PROD-0028,CUST-0088,11
ORD-1395,ST-06,SP-012,PROD-0030,CUST-0004,12
ORD-1396,ST-04,SP-014,PROD-0037,CUST-0010,11
ORD-1397,ST-02,SP-011,PROD-0025,CUST-0003,4
ORD-1398,ST-06,SP-002,PROD-0055,CUST-0090,5
ORD-1399,ST-07,SP-008,PROD-0049,CUST-0037,8
ORD-1400,ST-03,SP-011,PROD-0019,CUST-0070,7
ORD-1401,ST-07,SP-010,PROD-0037,CUST-0001,11
ORD-1402,ST-03,SP-011,PROD-0058,CUST-0053,5
ORD-1403,ST-01,SP-013,PROD-0043,CUST-0024,7
ORD-1404,ST-08,SP-004,PROD-0007,CUST-0033,2
ORD-1405,ST-06,SP-004,PROD-0005,CUST-0080,6
ORD-1406,ST-06,SP-006,PROD-0037,CUST-0073,11
ORD-1407,ST-03,SP-006,PROD-0054,CUST-0036,7
ORD-1408,ST-03,SP-002,PROD-0036,CUST-0063,6
ORD-1409,ST-02,SP-011,PROD-0047,CUST-0034,8
ORD-1410,ST-04,SP-010,PROD-0050,CUST-0052,6
ORD-1411,ST-05,SP-013,PROD-0015,CUST-0051,7
ORD-1412,ST-04,SP-011,PROD-0001,CUST-0065,3
ORD-1413,ST-03,SP-010,PROD-0037,CUST-0023,11
ORD-1414,ST-04,SP-006,PROD-0017,CUST-0009,2
ORD-1415,ST-06,SP-011,PROD-0003,CUST-0006,12
ORD-1416,ST-07,SP-007,PROD-0012,CUST-0073,4
ORD-1417,ST-06,SP-006,PROD-0026,CUST-0067,9
ORD-1418,ST-05,SP-009,PROD-0005,CUST-0030,6
ORD-1419,ST-06,SP-007,PROD-0015,CUST-0085,7
ORD-1420,ST-07,SP-011,PROD-0011,CUST-0076,2
ORD-1421,ST-03,SP-010,PROD-0058,CUST-0006,5
ORD-1422,ST-05,SP-012,PROD-0002,CUST-0082,7
